 ,x,1 (img_000000000_Default_000.tif),2 (img_000000001_Default_000.tif),3 (img_000000002_Default_000.tif),4 (img_000000003_Default_000.tif),5 (img_000000004_Default_000.tif),6 (img_000000005_Default_000.tif),7 (img_000000006_Default_000.tif),8 (img_000000007_Default_000.tif),9 (img_000000008_Default_000.tif),10 (img_000000009_Default_000.tif),11 (img_000000010_Default_000.tif),12 (img_000000011_Default_000.tif),13 (img_000000012_Default_000.tif),14 (img_000000013_Default_000.tif),15 (img_000000014_Default_000.tif),16 (img_000000015_Default_000.tif),17 (img_000000016_Default_000.tif),18 (img_000000017_Default_000.tif),19 (img_000000018_Default_000.tif),20 (img_000000019_Default_000.tif),21 (img_000000020_Default_000.tif),22 (img_000000021_Default_000.tif),23 (img_000000022_Default_000.tif),24 (img_000000023_Default_000.tif),25 (img_000000024_Default_000.tif),26 (img_000000025_Default_000.tif),27 (img_000000026_Default_000.tif),28 (img_000000027_Default_000.tif),29 (img_000000028_Default_000.tif),30 (img_000000029_Default_000.tif),31 (img_000000030_Default_000.tif),32 (img_000000031_Default_000.tif),33 (img_000000032_Default_000.tif),34 (img_000000033_Default_000.tif),35 (img_000000034_Default_000.tif),36 (img_000000035_Default_000.tif),37 (img_000000036_Default_000.tif),38 (img_000000037_Default_000.tif),39 (img_000000038_Default_000.tif),40 (img_000000039_Default_000.tif),41 (img_000000040_Default_000.tif),42 (img_000000041_Default_000.tif),43 (img_000000042_Default_000.tif),44 (img_000000043_Default_000.tif),45 (img_000000044_Default_000.tif),46 (img_000000045_Default_000.tif),47 (img_000000046_Default_000.tif),48 (img_000000047_Default_000.tif),49 (img_000000048_Default_000.tif),50 (img_000000049_Default_000.tif),51 (img_000000050_Default_000.tif),52 (img_000000051_Default_000.tif),53 (img_000000052_Default_000.tif),54 (img_000000053_Default_000.tif),55 (img_000000054_Default_000.tif),56 (img_000000055_Default_000.tif),57 (img_000000056_Default_000.tif),58 (img_000000057_Default_000.tif),59 (img_000000058_Default_000.tif),60 (img_000000059_Default_000.tif),61 (img_000000060_Default_000.tif),62 (img_000000061_Default_000.tif),63 (img_000000062_Default_000.tif),64 (img_000000063_Default_000.tif),65 (img_000000064_Default_000.tif),66 (img_000000065_Default_000.tif),67 (img_000000066_Default_000.tif),68 (img_000000067_Default_000.tif),69 (img_000000068_Default_000.tif),70 (img_000000069_Default_000.tif),71 (img_000000070_Default_000.tif),72 (img_000000071_Default_000.tif),73 (img_000000072_Default_000.tif),74 (img_000000073_Default_000.tif),75 (img_000000074_Default_000.tif),76 (img_000000075_Default_000.tif),77 (img_000000076_Default_000.tif),78 (img_000000077_Default_000.tif),79 (img_000000078_Default_000.tif),80 (img_000000079_Default_000.tif),81 (img_000000080_Default_000.tif),82 (img_000000081_Default_000.tif),83 (img_000000082_Default_000.tif),84 (img_000000083_Default_000.tif),85 (img_000000084_Default_000.tif),86 (img_000000085_Default_000.tif),87 (img_000000086_Default_000.tif),88 (img_000000087_Default_000.tif),89 (img_000000088_Default_000.tif),90 (img_000000089_Default_000.tif),91 (img_000000090_Default_000.tif),92 (img_000000091_Default_000.tif),93 (img_000000092_Default_000.tif),94 (img_000000093_Default_000.tif),95 (img_000000094_Default_000.tif),96 (img_000000095_Default_000.tif),97 (img_000000096_Default_000.tif),98 (img_000000097_Default_000.tif),99 (img_000000098_Default_000.tif),100 (img_000000099_Default_000.tif),101 (img_000000100_Default_000.tif),102 (img_000000101_Default_000.tif),103 (img_000000102_Default_000.tif),104 (img_000000103_Default_000.tif),105 (img_000000104_Default_000.tif),106 (img_000000105_Default_000.tif),107 (img_000000106_Default_000.tif),108 (img_000000107_Default_000.tif),109 (img_000000108_Default_000.tif),110 (img_000000109_Default_000.tif),111 (img_000000110_Default_000.tif),112 (img_000000111_Default_000.tif),113 (img_000000112_Default_000.tif),114 (img_000000113_Default_000.tif),115 (img_000000114_Default_000.tif),116 (img_000000115_Default_000.tif),117 (img_000000116_Default_000.tif),118 (img_000000117_Default_000.tif),119 (img_000000118_Default_000.tif),120 (img_000000119_Default_000.tif),121 (img_000000120_Default_000.tif),122 (img_000000121_Default_000.tif),123 (img_000000122_Default_000.tif),124 (img_000000123_Default_000.tif),125 (img_000000124_Default_000.tif),126 (img_000000125_Default_000.tif),127 (img_000000126_Default_000.tif),128 (img_000000127_Default_000.tif),129 (img_000000128_Default_000.tif),130 (img_000000129_Default_000.tif),131 (img_000000130_Default_000.tif),132 (img_000000131_Default_000.tif),133 (img_000000132_Default_000.tif),134 (img_000000133_Default_000.tif),135 (img_000000134_Default_000.tif),136 (img_000000135_Default_000.tif),137 (img_000000136_Default_000.tif),138 (img_000000137_Default_000.tif),139 (img_000000138_Default_000.tif),140 (img_000000139_Default_000.tif),141 (img_000000140_Default_000.tif),142 (img_000000141_Default_000.tif),143 (img_000000142_Default_000.tif),144 (img_000000143_Default_000.tif),145 (img_000000144_Default_000.tif),146 (img_000000145_Default_000.tif),147 (img_000000146_Default_000.tif),148 (img_000000147_Default_000.tif),149 (img_000000148_Default_000.tif),150 (img_000000149_Default_000.tif),151 (img_000000150_Default_000.tif)
11,10,20105.630,20091.561,19769.479,19864.105,19227.985,19545.109,19169.268,19384.296,19415.139,19250.686,19570.824,19290.494,19719.381,19936.323,20394.442,20992.587,21060.451,20918.428,20924.906,20120.187,19685.103,19688.917,19906.312,19944.761,19680.164,19935.732,19998.376,20539.651,20179.956,19986.451,20289.390,20270.805,25401.003,27449.546,24329.944,23684.845,24307.524,27098.205,26807.303,27666.206,27566.715,28442.730,26287.785,26571.426,27662.889,27742.923,27110.328,26499.332,26775.095,27146.847,26507.535,26845.824,26840.981,27110.781,27626.852,27246.527,27250.788,28100.566,27567.748,26847.108,26481.835,27683.231,26306.657,26645.358,26501.376,26792.905,26343.818,26629.884,25584.862,26171.396,25584.701,26115.997,26151.993,26227.816,26492.363,27203.525,27024.187,26734.930,26508.530,26512.105,25859.364,26528.685,26024.129,26300.849,26540.160,26347.241,26661.871,26566.044,25880.280,26161.650,26103.821,26647.890,26566.331,26624.835,27026.506,26822.074,26061.365,26172.908,26361.917,26238.257,26926.745,26750.806,26703.998,26967.473,27084.999,26899.550,26716.429,26998.067,26943.980,27043.766,26435.125,26498.725,27029.002,26813.469,27496.856,26727.278,26588.541,26762.898,27231.367,26830.275,26686.695,26757.214,27284.708,26575.991,27623.261,27696.528,27664.309,27381.602,27547.778,26730.410,27042.594,27439.278,26935.212,26450.107,26599.814,27127.781,26936.115,26615.554,27220.306,26833.229,26896.261,27304.775,27287.515,27251.952,27466.969,27456.553,27607.086,27641.506,27865.789,28937.725,28786.709
12,11,20153.397,20096.919,19853.274,19917.184,19326.900,19581.437,19234.557,19436.505,19445.028,19322.745,19581.905,19409.203,19809.125,20014.580,20431.341,21004.459,21078.338,20956.458,20928.420,20124.446,19736.582,19724.658,19914.668,19995.583,19702.074,19936.412,19984.611,20586.243,20145.501,20063.605,20307.253,20307.789,25633.566,27652.825,24580.581,23963.805,24616.616,27420.373,27079.820,27838.079,27761.257,28701.148,26610.700,26862.625,27831.321,27956.542,27428.990,26816.087,27107.736,27427.355,26776.570,27089.731,27121.893,27400.118,27912.932,27519.935,27584.571,28328.529,27875.531,27155.229,26864.095,27931.262,26648.905,26975.624,26843.144,27122.280,26643.471,26905.071,25987.143,26516.122,25964.104,26411.196,26512.799,26624.617,26824.663,27499.043,27340.555,27059.824,26839.670,26860.399,26261.751,26841.661,26385.178,26657.639,26859.071,26725.046,26965.100,26879.765,26258.584,26514.673,26516.725,26980.622,26904.801,26967.050,27358.807,27131.934,26418.286,26528.211,26717.118,26577.783,27247.448,27078.932,27036.427,27279.176,27428.263,27246.810,27039.716,27312.181,27328.951,27471.419,26818.525,26852.211,27339.423,27173.697,27750.655,27064.351,26958.937,27100.239,27552.432,27152.120,27019.210,27082.919,27605.172,26961.166,27901.290,28002.717,27976.794,27711.158,27833.890,27064.909,27309.418,27708.986,27258.024,26828.033,26976.895,27434.121,27324.506,27006.652,27497.305,27182.437,27230.338,27624.129,27639.844,27562.961,27775.453,27754.083,27928.168,27978.502,28150.700,29183.972,29103.977
13,12,20214.734,20122.880,19930.818,19903.882,19442.107,19613.275,19256.155,19452.937,19473.317,19383.257,19589.363,19516.871,19859.414,20034.901,20465.851,21045.403,21086.349,20917.336,20951.613,20100.709,19761.393,19770.920,19898.772,20038.772,19695.660,19886.721,19961.415,20608.699,20082.315,20102.083,20278.850,20313.241,25837.209,27825.898,24805.679,24241.983,24860.294,27699.638,27329.962,28008.592,27919.911,28904.403,26866.161,27096.378,27965.765,28145.219,27682.819,27089.020,27387.012,27706.431,27016.019,27328.204,27366.765,27653.999,28193.095,27726.631,27910.870,28523.112,28184.061,27462.559,27169.329,28169.268,26967.592,27267.039,27152.252,27447.839,26931.651,27142.338,26380.811,26829.713,26311.412,26721.624,26846.329,26946.161,27153.804,27720.958,27581.708,27332.275,27179.139,27156.437,26613.156,27100.100,26664.501,26994.848,27138.375,27035.676,27254.568,27173.015,26579.161,26856.804,26883.034,27290.498,27191.487,27262.736,27633.919,27406.600,26743.987,26842.514,26993.328,26920.653,27534.437,27366.073,27377.854,27556.485,27689.016,27537.313,27345.497,27607.110,27638.321,27830.342,27170.936,27178.732,27632.431,27500.949,28000.707,27358.680,27326.047,27369.752,27857.780,27503.865,27311.206,27404.776,27938.390,27312.461,28170.710,28269.448,28257.766,28016.421,28069.369,27379.044,27565.931,27926.808,27597.745,27159.699,27325.566,27732.390,27663.957,27328.124,27756.257,27498.175,27567.678,27952.536,27937.185,27864.958,28032.432,28005.497,28268.435,28251.094,28434.668,29412.836,29431.477
14,13,20277.127,20135.444,19989.050,19937.038,19561.651,19624.378,19293.767,19484.658,19499.493,19399.350,19588.695,19580.653,19931.309,20048.535,20495.101,21075.387,21087.052,20890.851,20899.625,20095.728,19756.397,19840.481,19887.612,20047.018,19686.941,19848.697,19929.757,20612.384,20062.702,20132.630,20269.290,20288.735,25974.594,28004.790,25038.474,24503.182,25034.704,27962.610,27547.992,28201.310,28083.493,29093.758,27145.354,27297.557,28120.516,28279.434,27938.584,27317.494,27681.330,27927.291,27215.449,27527.681,27587.894,27866.192,28404.705,27905.717,28212.177,28687.885,28476.386,27723.854,27457.901,28352.186,27276.326,27472.014,27427.194,27713.469,27248.058,27368.490,26753.402,27096.668,26619.665,26981.689,27093.884,27253.240,27427.796,27929.989,27843.847,27588.348,27420.432,27434.527,26911.273,27345.727,26953.582,27274.580,27396.976,27324.880,27494.120,27432.063,26922.759,27169.933,27210.460,27542.358,27451.542,27561.299,27898.090,27680.213,27074.140,27108.369,27281.079,27182.098,27766.798,27598.157,27660.846,27790.255,27907.380,27752.379,27659.712,27893.124,27884.707,28148.485,27469.462,27479.673,27912.929,27805.901,28178.975,27627.354,27595.029,27659.589,28107.907,27808.598,27633.691,27657.207,28205.693,27619.197,28385.226,28466.745,28468.748,28282.345,28289.822,27692.004,27825.153,28151.706,27869.057,27483.085,27693.968,27988.172,27964.426,27616.639,27953.799,27805.629,27864.874,28197.009,28211.796,28099.149,28224.682,28212.780,28563.278,28507.080,28680.997,29619.931,29697.156
15,14,20331.928,20131.626,20003.458,19941.254,19651.047,19626.916,19277.856,19487.452,19474.588,19452.918,19606.639,19673.074,19951.204,20075.449,20483.509,21061.153,21055.540,20859.695,20833.348,20069.432,19689.161,19849.869,19854.042,20051.665,19647.111,19831.018,19875.129,20609.790,20036.074,20144.934,20205.482,20233.455,26083.758,28177.601,25242.890,24737.863,25058.451,28191.029,27757.781,28406.717,28198.630,29301.865,27348.898,27474.151,28252.962,28421.004,28154.261,27552.262,27926.913,28177.403,27388.049,27712.314,27763.126,28064.364,28583.580,28074.527,28477.128,28821.104,28701.516,27936.457,27720.479,28534.467,27527.494,27674.578,27677.417,27973.061,27475.759,27528.717,27033.175,27367.612,26879.331,27210.997,27342.982,27499.047,27698.130,28100.970,28049.200,27797.962,27658.833,27675.546,27197.577,27580.899,27177.246,27507.152,27576.271,27573.784,27690.147,27643.549,27200.577,27432.770,27482.861,27760.370,27665.148,27797.442,28149.983,27901.325,27355.698,27385.970,27513.165,27423.629,28018.533,27860.752,27913.370,28001.073,28134.524,27978.070,27907.134,28127.269,28166.084,28462.272,27732.543,27739.874,28166.008,28024.588,28345.265,27803.279,27850.662,27877.999,28332.959,28064.491,27878.093,27884.472,28405.020,27907.135,28552.150,28668.643,28667.439,28486.143,28485.098,27943.162,28045.441,28357.703,28101.528,27730.046,27970.820,28214.318,28257.276,27885.045,28154.607,28054.467,28109.230,28443.944,28409.573,28320.931,28382.406,28391.966,28811.021,28742.886,28905.139,29749.851,29970.882
16,15,20325.975,20146.883,20034.304,19974.793,19754.315,19610.383,19257.573,19479.817,19484.860,19452.538,19615.347,19746.455,19982.976,20095.781,20439.554,21031.496,21040.751,20843.396,20774.487,20068.478,19671.884,19824.531,19856.780,20015.397,19630.590,19785.349,19840.147,20567.795,20020.506,20154.557,20149.226,20213.463,26122.815,28358.777,25405.294,24940.919,25030.401,28376.737,27977.986,28594.647,28304.114,29492.006,27534.984,27604.408,28384.036,28517.488,28302.901,27747.451,28157.995,28359.729,27544.976,27843.447,27920.410,28200.369,28719.401,28215.191,28663.109,28947.213,28891.285,28114.087,27957.374,28680.173,27719.827,27879.998,27895.035,28205.138,27685.113,27692.465,27295.293,27564.528,27164.034,27417.087,27546.605,27743.386,27913.115,28235.894,28260.457,27954.376,27875.518,27848.381,27416.341,27751.136,27392.114,27709.894,27732.051,27751.625,27863.884,27835.243,27428.710,27670.955,27652.544,27951.600,27836.022,27985.591,28319.908,28058.057,27595.890,27571.814,27688.554,27701.661,28186.346,28047.429,28133.307,28154.163,28337.772,28182.427,28087.741,28359.301,28373.555,28690.161,27971.866,27984.126,28371.156,28222.238,28475.104,27982.223,28083.090,28048.876,28557.329,28303.450,28083.140,28108.856,28581.908,28143.198,28691.435,28790.925,28813.472,28651.662,28614.288,28156.689,28240.643,28564.425,28312.909,27968.342,28196.759,28388.368,28457.048,28102.141,28334.286,28275.390,28294.739,28641.436,28600.545,28483.870,28579.354,28531.596,29014.740,28922.485,29054.562,29848.223,30231.056
17,16,20328.143,20125.170,20033.462,19951.034,19803.040,19585.997,19218.003,19469.229,19459.006,19415.035,19639.451,19766.335,19962.653,20125.353,20377.730,20976.345,20973.623,20771.317,20708.370,20036.086,19705.279,19772.392,19826.471,20053.379,19602.220,19757.340,19806.923,20500.649,19996.497,20123.171,20141.905,20198.246,26075.060,28435.842,25489.663,25042.562,24906.283,28581.863,28156.260,28697.620,28439.236,29657.079,27695.560,27742.585,28442.758,28617.443,28459.374,27913.404,28332.129,28507.377,27687.070,27967.578,28068.557,28336.766,28840.739,28333.350,28862.502,29050.674,29080.983,28241.535,28142.909,28793.534,27870.247,28023.711,28053.271,28344.989,27888.949,27850.676,27531.473,27791.849,27360.047,27639.002,27731.915,27934.745,28075.644,28400.476,28426.039,28125.338,28068.315,28043.745,27642.388,27929.565,27578.109,27879.403,27900.134,27924.221,28018.390,27982.790,27654.078,27843.411,27878.621,28147.730,27997.996,28152.615,28490.649,28224.894,27809.768,27723.202,27860.444,27934.196,28380.308,28216.945,28297.481,28316.999,28560.192,28417.765,28264.906,28563.862,28623.465,28941.473,28172.657,28187.193,28521.769,28420.671,28583.009,28176.227,28271.940,28240.721,28770.756,28454.353,28265.386,28269.120,28755.082,28318.003,28847.656,28912.117,28959.382,28794.580,28761.537,28360.646,28420.078,28730.360,28446.283,28186.043,28423.699,28558.287,28643.865,28310.411,28472.361,28504.029,28450.626,28819.526,28776.349,28613.572,28739.842,28689.024,29184.375,29085.627,29175.058,29997.797,30441.220
18,17,20327.041,20138.789,20048.405,19933.069,19853.036,19557.572,19207.353,19425.983,19432.752,19403.726,19750.115,19807.251,19944.260,20072.672,20344.658,20905.176,20946.061,20748.407,20673.978,19976.722,19666.579,19770.303,19804.954,19992.915,19560.551,19717.309,19779.609,20437.748,19991.927,20138.185,20091.567,20176.661,25894.903,28468.568,25531.863,25062.847,24780.305,28721.578,28362.561,28703.617,28566.312,29791.257,27842.835,27885.222,28419.919,28715.972,28563.271,28036.573,28502.667,28622.774,27835.511,28103.318,28223.738,28466.077,28937.891,28448.608,29017.814,29160.608,29201.961,28374.768,28305.925,28896.792,27998.708,28167.176,28200.772,28457.000,27997.359,28005.678,27729.574,27992.382,27555.314,27823.126,27907.325,28089.921,28212.404,28510.554,28547.928,28291.703,28243.879,28216.379,27816.936,28078.673,27729.165,28074.936,28020.909,28090.644,28194.442,28163.825,27839.304,28003.659,28045.895,28298.257,28146.372,28288.621,28632.399,28360.756,27978.921,27895.265,28000.677,28129.214,28526.088,28376.753,28489.590,28510.341,28712.137,28589.451,28442.956,28766.449,28831.045,29126.427,28417.726,28354.268,28656.800,28574.217,28717.620,28321.530,28464.348,28387.179,28913.446,28637.380,28422.021,28471.103,28869.485,28492.238,28929.435,29037.992,29072.774,28912.491,28945.980,28547.350,28590.454,28910.826,28627.887,28369.427,28600.662,28697.851,28775.594,28494.868,28634.986,28676.336,28615.357,28982.601,28907.766,28770.552,28902.380,28828.668,29330.164,29227.588,29301.569,30056.416,30627.981
19,18,20360.179,20167.965,20075.415,19944.894,19946.601,19583.600,19223.832,19391.813,19450.326,19423.043,19950.131,19884.771,19999.008,20090.031,20311.737,20882.158,20938.833,20740.819,20604.009,19958.651,19658.205,19821.918,19835.082,19937.420,19537.907,19698.285,19801.408,20397.585,20084.259,20151.777,20064.298,20177.611,25585.913,28368.359,25487.512,24941.535,24630.631,28743.848,28491.213,28612.671,28665.765,29861.765,28007.692,28043.590,28339.261,28818.825,28654.061,28135.188,28643.351,28715.167,27962.321,28249.722,28377.481,28607.299,29004.749,28552.880,29125.860,29264.059,29310.386,28510.893,28402.215,29012.466,28119.477,28300.750,28323.833,28565.319,28157.083,28119.577,27920.688,28131.923,27766.256,27958.684,28064.025,28253.486,28348.733,28612.685,28630.483,28469.054,28393.002,28329.538,28003.989,28187.020,27909.802,28260.394,28166.240,28254.763,28332.001,28319.193,28013.061,28187.676,28217.194,28439.539,28284.608,28412.884,28726.318,28476.198,28130.075,28047.712,28178.764,28292.583,28660.581,28517.349,28659.868,28659.438,28845.236,28772.651,28627.457,28914.834,28977.018,29257.969,28620.323,28501.603,28784.432,28741.095,28795.910,28479.658,28626.767,28550.057,29024.570,28760.085,28623.450,28631.927,28982.952,28619.859,29030.115,29115.808,29158.056,29027.363,29058.306,28743.517,28766.496,29007.309,28789.042,28516.749,28790.140,28836.623,28887.828,28648.147,28806.973,28845.892,28770.465,29095.266,29061.099,28907.495,29045.671,28973.021,29470.763,29331.618,29430.167,30145.944,30751.313
20,19,20366.385,20176.429,20091.161,20068.569,19975.063,19612.966,19220.711,19397.031,19460.088,19419.844,20066.592,19857.648,20118.539,20212.165,20287.595,20846.109,20899.460,20701.524,20538.247,20005.547,19680.634,19806.532,19934.633,19928.531,19543.825,19730.687,19840.640,20337.830,20162.117,20135.645,20079.851,20198.395,25241.716,28124.193,25232.959,24695.892,24459.953,28616.366,28546.916,28369.361,28691.488,29907.608,28136.069,28170.261,28130.984,28916.321,28747.249,28209.969,28737.573,28803.016,28030.870,28364.070,28507.830,28689.538,29085.881,28635.540,29214.367,29336.309,29403.812,28612.000,28526.820,29095.592,28281.273,28433.119,28445.694,28655.529,28238.219,28214.683,28079.397,28185.984,27937.581,28104.307,28172.822,28375.969,28469.663,28688.094,28691.020,28631.889,28541.374,28369.283,28174.807,28341.441,28067.094,28429.678,28297.784,28402.376,28432.564,28426.695,28167.830,28322.071,28365.022,28527.066,28366.113,28528.258,28835.686,28592.238,28291.011,28200.779,28314.994,28423.646,28811.791,28644.751,28822.201,28761.171,28928.236,28892.372,28798.624,29007.289,29037.189,29262.776,28776.923,28646.162,28885.787,28867.168,28820.211,28601.008,28768.218,28675.688,29038.784,28911.358,28780.996,28744.238,29123.248,28745.935,29135.608,29192.683,29252.248,29126.424,29188.005,28936.097,28877.319,29031.103,28914.127,28674.354,28921.296,28975.753,29019.403,28808.267,28916.923,28941.500,28915.216,29152.053,29138.606,29017.555,29132.394,29098.551,29592.957,29417.599,29536.242,30190.274,30879.345
21,20,20344.897,20315.614,20261.628,20257.435,19993.664,19729.505,19313.538,19412.223,19562.029,19490.689,20230.961,19877.262,20289.950,20404.709,20230.874,20819.959,20882.094,20717.935,20584.255,20119.729,19776.974,19812.869,20147.132,19968.474,19653.095,19897.097,19958.221,20287.090,20262.480,20131.287,20194.961,20358.891,24885.140,27820.751,24934.434,24424.581,24343.881,28389.142,28448.228,28045.939,28651.228,29896.374,28201.223,28277.762,27817.428,28942.657,28818.443,28310.606,28861.503,28915.114,28062.463,28392.801,28554.099,28677.261,29165.518,28689.651,29292.289,29370.947,29444.089,28701.916,28626.704,29173.620,28407.858,28518.277,28574.267,28750.155,28337.668,28267.435,28216.828,28125.922,28094.948,28178.957,28213.699,28494.814,28590.812,28719.615,28558.902,28718.548,28640.342,28326.161,28355.906,28464.941,28218.839,28529.010,28403.177,28509.178,28474.215,28487.065,28334.014,28451.161,28470.549,28564.552,28482.183,28680.543,28938.185,28686.826,28452.364,28267.738,28423.963,28546.386,28906.391,28707.033,28961.754,28767.395,28874.899,28960.785,28970.044,29016.747,29027.894,29171.472,28848.221,28798.141,29031.109,28905.977,28764.482,28729.038,28869.727,28789.060,28969.266,29054.678,28895.544,28751.897,29171.566,28871.752,29224.687,29203.122,29299.448,29246.173,29221.624,29097.366,28988.537,28993.920,28990.737,28792.403,29030.126,29042.774,29127.518,28927.207,28954.979,28944.286,29022.846,29089.774,29172.505,29048.204,29128.682,29151.602,29680.393,29520.221,29676.830,30172.981,30961.295
22,21,20334.953,20463.701,20447.913,20337.359,20040.066,19882.697,19464.723,19379.280,19713.145,19634.234,20579.942,19943.478,20431.628,20540.875,20259.621,20799.456,20979.179,20825.256,20671.256,20256.648,19920.845,19834.748,20500.442,20062.867,19881.146,20095.127,20125.140,20278.057,20335.841,20218.133,20332.385,20522.818,24685.026,27431.810,24627.644,24178.853,24146.495,28090.722,28263.046,27681.644,28511.765,29838.597,28194.328,28253.721,27403.526,28874.743,28897.143,28393.849,28928.610,28986.690,28029.349,28315.989,28456.854,28610.840,29229.870,28663.041,29351.846,29301.909,29517.456,28760.767,28735.389,29161.505,28496.334,28514.820,28657.152,28854.068,28404.757,28204.983,28298.130,27982.394,28172.665,28166.909,28194.172,28583.436,28674.359,28686.280,28305.320,28705.942,28643.892,28127.416,28453.718,28521.945,28320.638,28566.147,28458.240,28505.867,28401.855,28494.441,28405.024,28507.468,28512.384,28510.207,28578.285,28777.100,29016.094,28668.401,28607.256,28231.745,28480.103,28637.808,29028.126,28695.492,29048.221,28689.757,28721.827,28972.728,29074.566,28914.420,28851.008,28962.051,28868.785,28916.024,29125.699,28858.886,28637.617,28775.837,28909.992,28867.223,28765.792,29136.086,28928.554,28677.726,29233.923,28987.662,29245.895,29159.417,29303.834,29322.678,29176.566,29138.842,29002.938,28792.461,28979.529,28853.207,29079.621,29087.632,29256.907,29010.718,28840.852,28856.166,29063.590,28919.508,29098.667,28961.170,29003.076,29119.721,29786.174,29602.014,29731.187,30086.721,31018.970
23,22,20439.509,20597.754,20593.463,20511.473,20186.633,20017.438,19698.334,19449.190,19887.228,19803.512,21103.009,20111.535,20550.901,20714.147,20410.318,20834.508,21099.235,20933.112,20762.538,20345.704,20036.064,19963.049,20906.559,20218.870,20183.230,20440.798,20423.912,20355.033,20560.337,20373.408,20389.740,20589.739,24471.510,27048.285,24387.656,24004.099,23860.956,27717.639,27935.733,27309.961,28199.025,29708.839,28092.030,28125.868,26979.059,28723.352,28942.487,28400.461,28953.197,28963.986,27783.995,28114.286,28253.555,28412.748,29188.013,28511.296,29390.701,29161.407,29554.476,28756.090,28817.079,29082.571,28547.417,28461.631,28728.653,28952.552,28435.900,27975.115,28317.667,27711.362,28186.353,28018.891,28040.577,28636.191,28701.715,28506.647,27977.393,28595.672,28489.910,27806.853,28478.463,28472.239,28351.074,28489.927,28395.076,28409.955,28198.173,28386.987,28358.983,28473.531,28445.756,28326.725,28585.215,28833.570,29041.064,28575.008,28697.706,28078.568,28391.282,28758.301,29042.593,28558.968,29029.711,28487.867,28454.850,28861.734,29090.419,28702.865,28583.503,28644.647,28784.010,28986.458,29163.613,28687.866,28374.485,28702.159,28843.277,28855.744,28454.973,29205.946,28907.865,28464.271,29208.821,29074.881,29203.844,29009.712,29186.236,29350.810,29045.805,29131.544,28877.430,28489.345,28897.717,28828.470,29030.034,29036.992,29325.373,28976.522,28607.288,28624.971,29034.869,28631.777,28915.695,28726.229,28813.002,28915.119,29825.542,29612.231,29740.360,29892.442,31052.441
24,23,20594.207,20713.973,20750.305,20838.739,20368.923,20274.290,20072.376,19566.825,20183.921,20000.091,21695.470,20256.631,20841.483,20970.093,20523.934,20970.737,21231.805,21015.565,20832.634,20534.066,20235.844,20136.628,21503.071,20398.202,20675.415,21006.262,20893.169,20506.565,21028.052,20511.493,20573.533,20742.946,24205.859,26634.354,24221.526,23889.265,23540.966,27323.160,27582.937,26923.156,27830.810,29488.031,27887.302,27820.019,26541.390,28412.874,28897.686,28293.138,28951.729,28848.958,27467.676,27772.924,27972.682,28106.768,29090.942,28251.590,29425.931,28941.798,29592.095,28616.231,28886.967,28899.920,28478.547,28239.194,28702.604,28987.129,28376.738,27605.655,28203.613,27363.618,28031.198,27751.706,27739.581,28561.165,28655.588,28223.772,27575.319,28375.335,28219.411,27473.255,28410.763,28295.346,28225.611,28276.274,28197.812,28224.281,27859.724,28132.722,28191.199,28324.398,28282.743,28039.588,28465.145,28838.206,28992.204,28383.623,28726.735,27772.658,28183.951,28838.632,28985.248,28292.756,28910.404,28200.396,28075.523,28638.110,28982.884,28339.920,28250.869,28295.339,28550.540,29001.019,29115.795,28405.535,28037.232,28457.818,28628.801,28727.482,28111.117,29147.232,28758.247,28152.832,29068.013,29080.667,29040.324,28769.912,28947.556,29288.075,28783.888,29004.001,28629.137,28109.121,28688.791,28648.863,28841.417,28845.955,29293.483,28829.782,28285.490,28309.280,28896.182,28250.860,28616.717,28396.674,28497.929,28625.264,29795.001,29530.847,29635.484,29607.397,31083.937
25,24,20709.336,20970.329,21027.183,21222.343,20522.377,20682.839,20636.265,19779.996,20670.203,20317.480,22372.614,20385.167,21219.228,21328.451,20607.332,21039.597,21276.636,21143.923,20934.396,20956.183,20622.811,20424.685,22240.341,20737.247,21355.849,21727.439,21530.244,20575.445,21553.879,20618.504,20961.177,21051.822,23903.154,26216.306,24015.226,23691.972,23340.064,26940.287,27189.058,26556.007,27434.534,29242.561,27541.821,27427.539,26126.593,28037.200,28715.135,28072.821,28863.723,28632.932,27067.324,27397.898,27567.517,27734.850,28894.327,27898.336,29441.843,28604.646,29558.774,28376.246,28917.955,28615.205,28282.399,27905.297,28554.683,28942.582,28174.986,27207.806,27961.331,26980.635,27778.871,27394.145,27371.027,28342.961,28521.733,27881.533,27173.337,28047.960,27864.006,27045.548,28208.235,27947.400,27988.216,27935.587,27904.033,27910.615,27480.316,27749.975,27899.330,28038.981,28020.051,27656.473,28213.781,28748.731,28820.114,28094.338,28641.248,27393.834,27841.458,28870.852,28818.419,27944.772,28669.048,27821.822,27673.365,28296.099,28749.998,27967.101,27853.343,27863.870,28232.291,28880.207,28936.163,27994.514,27627.078,28102.176,28345.041,28439.513,27719.454,29010.851,28474.635,27761.036,28802.713,29030.483,28792.829,28381.923,28618.064,29076.475,28429.533,28720.921,28300.106,27704.556,28340.413,28352.548,28530.359,28546.044,29157.344,28549.654,27942.874,27911.946,28636.731,27851.464,28256.192,28009.202,28123.396,28258.290,29676.568,29359.548,29404.044,29238.754,31069.755
